,level_0,movie,year,time,certificate,genre,rating,story,votes,cast,link,index,genres_bin,director,director_bin,cast_bin,words_bin,combined_features
4876,1302,Okate Life,2019,129 min,U,['Drama'],,"['Ram', 'has', 'found', 'a', 'novel', 'way', 'to', 'make', 'some', 'quick', 'bucks:', 'setting', 'up', 'an', 'agency', 'which', 'helps', 'out', 'people', 'who', 'are', 'facing', 'issues', 'in', 'their', 'relationship.', 'However,', 'his', 'career', 'as', 'a', 'love', 'doctor', 'and', '...', 'See', 'full', 'summary', '»']",,"JithanRamesh,NallaVenu,Suman,VenkatM",https://www.imdb.com/title/tt10300302/,1302,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",VenkatM,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Ram has found a novel way to make some quick bucks: setting up an agency which helps out people who are facing issues in their relationship. However, his career as a love doctor and ... See full summary » JithanRamesh,NallaVenu,Suman,VenkatM U Drama 2019"
4877,4062,Apple,2019,,U,['Romance'],,"['Add', 'a', 'Plot']",,"Dattanna,PoojaGandhi,Shankar,VijayChendur",https://www.imdb.com/title/tt10449512/,4062,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Shankar,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Dattanna,PoojaGandhi,Shankar,VijayChendur U Romance 2019"
4878,163,Gang Leader,2019,155 min,Not Rated,"['Action', 'Comedy']",7.6,"['Nani', 'plays', 'the', 'gang', 'leader', 'of', 'five', 'women', 'belonging', 'to', 'different', 'age', 'groups,', 'helping', 'them', 'to', 'plot', 'revenge.']",2718.0,"Nani,PriyankaArulmohan,Sukumar,VikramK.Kumar",https://www.imdb.com/title/tt9675464/,163,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",VikramK.Kumar,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Nani plays the gang leader of five women belonging to different age groups, helping them to plot revenge. Nani,PriyankaArulmohan,Sukumar,VikramK.Kumar Not Rated Action Comedy 2019"
4879,162,Ayyappa Kataksham,2019,137 min,U,['Drama'],8.7,"['Add', 'a', 'Plot']",7.0,"Ramaprabha,RudrapatlaVenugopal,Suman",https://www.imdb.com/title/tt11423216/,162,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",RudrapatlaVenugopal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Ramaprabha,RudrapatlaVenugopal,Suman U Drama 2019"
4880,849,Nuvvu Thopu Raa,2019,150 min,Not Rated,['Drama'],7.1,"['A', 'young', 'Indian', 'immigrant', 'moves', 'to', 'the', 'US', 'to', 'spite', 'his', 'family.', 'While', 'there,', 'he', 'falls', 'on', 'hard', 'times', 'and', 'learns', 'the', 'importance', 'of', 'hardwork,', 'planning,', 'generosity,', 'and', 'family.']",43.0,"HarinathBabuB.,NityaShetty,SudhakarKomakula,VarunSandesh",https://www.imdb.com/title/tt7693236/,849,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",HarinathBabuB.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","A young Indian immigrant moves to the US to spite his family. While there, he falls on hard times and learns the importance of hardwork, planning, generosity, and family. HarinathBabuB.,NityaShetty,SudhakarKomakula,VarunSandesh Not Rated Drama 2019"
4881,752,Ninnu Thalachi,2019,138 min,U,"['Comedy', 'Romance']",6.3,"['Abhiram', '(Vamsi', 'Yakasiri)', 'is', 'a', 'happygolucky', 'guy,', 'who', 'falls', 'in', 'love', 'at', 'first', 'sight', 'with', 'a', 'girl', 'named', 'Ankitha', 'tries', 'very', 'hard', 'to', 'explain', 'his', 'feeling', 'to', 'her.', 'On', 'the', 'other', 'hand,', 'she', 'loves', '...', 'See', 'full', 'summary', '»']",275.0,"Anand,AnilThota,MaheshAchanta,NaveenNeni",https://www.imdb.com/title/tt9610354/,752,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",AnilThota,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Abhiram (Vamsi Yakasiri) is a happygolucky guy, who falls in love at first sight with a girl named Ankitha tries very hard to explain his feeling to her. On the other hand, she loves ... See full summary » Anand,AnilThota,MaheshAchanta,NaveenNeni U Comedy Romance 2019"
4882,517,NTR Kathanayakudu,2019,169 min,Not Rated,"['Biography', 'Drama']",5.7,"['Based', 'on', 'the', 'journey', 'of', 'the', 'legendary', 'Telugu', 'actor,', 'filmmaker', 'and', 'exChief', 'Minister', 'Late', 'Taraka', 'Rama', 'Rao', 'Nandamuri.']",1836.0,"NandamuriBalakrishna,RadhaKrishnaJagarlamudi,SatyanarayanaKaikala,VidyaBalan",https://www.imdb.com/title/tt7884228/,517,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",RadhaKrishnaJagarlamudi,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Based on the journey of the legendary Telugu actor, filmmaker and exChief Minister Late Taraka Rama Rao Nandamuri. NandamuriBalakrishna,RadhaKrishnaJagarlamudi,SatyanarayanaKaikala,VidyaBalan Not Rated Biography Drama 2019"
4883,3118,Prema Antha Easy Kadu,2019,140 min,U,['Drama'],,"['Karthik', '(Rajesh', 'Kumar)', 'fell', 'in', 'love', 'with', 'Prema(Prajwal', 'Poovaiah)', 'from', 'his', 'childhood.', 'But', 'for', 'some', 'unforeseen', 'circumstances,', 'Karthik', 'got', 'banished', 'from', 'the', 'village', 'and', 'his', 'father', 'was', 'forced', '...', 'See', 'full', 'summary', '»']",,"Eashwar,KedharShankar,PrajwalPoovaiah,RhajeshKumar",https://www.imdb.com/title/tt11483132/,3118,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Eashwar,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Karthik (Rajesh Kumar) fell in love with Prema(Prajwal Poovaiah) from his childhood. But for some unforeseen circumstances, Karthik got banished from the village and his father was forced ... See full summary » Eashwar,KedharShankar,PrajwalPoovaiah,RhajeshKumar U Drama 2019"
4884,148,Evvarikee Cheppoddu,2019,133 min,U,['Drama'],7.2,"['Hari', 'and', 'Harathi', 'are', 'in', 'love,', 'but', ""Harathi's"", 'father', ""won't"", 'agree', 'to', 'their', 'relationship', 'because', 'of', 'their', 'caste', 'differences.']",328.0,"BasavaShankarEeday,DurgaprasadK,KeshavDeepak,RajsekharAningi",https://www.imdb.com/title/tt10081202/,148,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",BasavaShankarEeday,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Hari and Harathi are in love, but Harathi s father won t agree to their relationship because of their caste differences. BasavaShankarEeday,DurgaprasadK,KeshavDeepak,RajsekharAningi U Drama 2019"
4885,1244,Dhrusti,2019,,U,['Thriller'],,"['An', 'injured', 'home', 'bound', 'photographer', 'watches', 'a', 'murder', 'being', 'committed,', 'through', 'his', 'window', 'and', 'becomes', 'the', 'prime', 'suspect', 'in', 'the', 'case.', 'How', 'he', 'unfolds', 'the', 'mystery', 'forms', 'the', 'plot', 'of', 'the', 'film.']",,"RahulRavindran,RamAbbaraju,VennelaKishore",https://www.imdb.com/title/tt12402256/,1244,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",RamAbbaraju,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","An injured home bound photographer watches a murder being committed, through his window and becomes the prime suspect in the case. How he unfolds the mystery forms the plot of the film. RahulRavindran,RamAbbaraju,VennelaKishore U Thriller 2019"
4886,4757,Naa Peru Kanchana,2019,,U,['Horror'],,"['Add', 'a', 'Plot']",,"Anjaneyulu,Priyanka,Shakeela,SumanShetty",https://www.imdb.com/title/tt11242596/,4757,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Anjaneyulu,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Anjaneyulu,Priyanka,Shakeela,SumanShetty U Horror 2019"
4887,949,Yedu Chepala Katha,2019,124 min,U,['Romance'],6.6,"['Ravi', 'has', 'weakness', 'for', 'women', 'and', 'gets', 'into', 'a', 'physical', 'relationship', 'with', 'ladies.', 'One', 'day,', 'he', 'falls', 'in', 'love', 'with', 'Bhavana.', 'He', 'has', 'a', 'heath', 'issue,', 'which', 'requires', 'blood.', 'Why', 'is', 'he', 'in', 'a', 'relationship', 'with', 'many', 'women', 'and', 'what', 'will', 'happen', 'to', 'his', 'love']",49.0,"AbhishekReddy,AyeshaSingh,MeghanaChowdary,SamJ.Chaitanya",https://www.imdb.com/title/tt11214936/,949,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",SamJ.Chaitanya,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Ravi has weakness for women and gets into a physical relationship with ladies. One day, he falls in love with Bhavana. He has a heath issue, which requires blood. Why is he in a relationship with many women and what will happen to his love AbhishekReddy,AyeshaSingh,MeghanaChowdary,SamJ.Chaitanya U Romance 2019"
4888,4040,Shivalinga Puram,2019,122 min,U,['Drama'],,"['Add', 'a', 'Plot']",,"BabyHaritha,BathineniSrinu,R.K.Suresh,ThotaKrishna",https://www.imdb.com/title/tt11242506/,4040,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ThotaKrishna,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot BabyHaritha,BathineniSrinu,R.K.Suresh,ThotaKrishna U Drama 2019"
4889,151,Rakshasudu,2019,122 min,Not Rated,"['Action', 'Crime', 'Thriller']",8.1,"['A', 'subinspector', 'sets', 'out', 'in', 'pursuit', 'of', 'a', 'mysterious', 'serial', 'killer', 'who', 'targets', 'teen', 'girls', 'and', 'murders', 'them', 'brutally.']",1062.0,"AnupamaParameswaran,RameshVarma,SaiSrinivasBellamkonda,Saravanan",https://www.imdb.com/title/tt10133300/,151,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",RameshVarma,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","A subinspector sets out in pursuit of a mysterious serial killer who targets teen girls and murders them brutally. AnupamaParameswaran,RameshVarma,SaiSrinivasBellamkonda,Saravanan Not Rated Action Crime Thriller 2019"
4890,152,Raja Vaaru Rani Gaaru,2019,133 min,U,['Romance'],7.5,"['Raja', 'Vaaru', 'Rani', 'Gaaru', 'is', 'the', 'story', 'of', 'Raju', 'who', 'falls', 'in', 'love', 'with', 'Rani', 'but', 'is', 'unable', 'to', 'express', 'his', 'emotions.', 'Set', 'in', 'a', 'beautiful', 'village,', 'watch', 'as', 'Raju', 'and', 'two', 'of', 'his', 'friends', 'deal', 'with', 'the', 'toils', 'and', 'troubles', 'of', 'romance.']",601.0,"Ajay,KiranAbbavaram,RaviKiranKola,VegiBhadram",https://www.imdb.com/title/tt10905616/,152,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",RaviKiranKola,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Raja Vaaru Rani Gaaru is the story of Raju who falls in love with Rani but is unable to express his emotions. Set in a beautiful village, watch as Raju and two of his friends deal with the toils and troubles of romance. Ajay,KiranAbbavaram,RaviKiranKola,VegiBhadram U Romance 2019"
4891,836,Burra Katha,2019,150 min,U,"['Comedy', 'Romance']",5.1,"['Abhi', 'and', 'Ram', 'are', 'two', 'personalities', 'in', 'the', 'same', 'body', 'whose', 'lives', 'get', 'complicated', 'when', 'Abhi', 'falls', 'in', 'love', 'with', 'Happy.']",63.0,"Aadi,AbhimanyuPandey,DiamondRatnaBabu,MishtiChakraborthy",https://www.imdb.com/title/tt10286746/,836,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",DiamondRatnaBabu,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Abhi and Ram are two personalities in the same body whose lives get complicated when Abhi falls in love with Happy. Aadi,AbhimanyuPandey,DiamondRatnaBabu,MishtiChakraborthy U Comedy Romance 2019"
4892,756,Prati Roju Pandaage,2019,146 min,U,"['Drama', 'Family']",6.2,"['With', 'only', 'a', 'few', 'weeks', 'left', 'to', 'live,', 'an', 'aging', 'grandfather', 'is', 'visited', 'by', 'his', 'grandson', 'who', 'wishes', 'to', 'fulfill', 'his', 'desires.']",803.0,"Ajay,Bhadram,MaheshAchanta,MaruthiDasari",https://www.imdb.com/title/tt10940334/,756,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MaruthiDasari,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","With only a few weeks left to live, an aging grandfather is visited by his grandson who wishes to fulfill his desires. Ajay,Bhadram,MaheshAchanta,MaruthiDasari U Drama Family 2019"
4893,266,Marshal,2019,143 min,U,['Action'],6.7,"['Marshal', 'is', 'a', 'medical', 'crime', 'thriller', 'movie', 'directed', 'by', 'Jai', 'Raaja', 'Singh', 'and', 'produced', 'by', 'Abhay', 'Adaka.', 'The', 'movie', 'cast', 'includes', 'Srikanth,', 'Abhay,', 'Megha', 'Chowdhury', 'and', 'Rashmi', 'are', 'in', 'the', 'lead', 'roles.', 'Yaadagiri', 'Varikuppala', 'scored', 'music.']",279.0,"AbhayAdaka,Ashok,JaiRaajaSingh,MeghaChowdhary",https://www.imdb.com/title/tt10763826/,266,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",JaiRaajaSingh,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Marshal is a medical crime thriller movie directed by Jai Raaja Singh and produced by Abhay Adaka. The movie cast includes Srikanth, Abhay, Megha Chowdhury and Rashmi are in the lead roles. Yaadagiri Varikuppala scored music. AbhayAdaka,Ashok,JaiRaajaSingh,MeghaChowdhary U Action 2019"
4894,155,99 Songs,2019,128 min,U,"['Musical', 'Romance']",,"['The', 'film', 'is', 'a', 'sensual', 'story', 'about', 'art', 'and', 'selfdiscovery', 'of', 'a', 'struggling', 'singer', 'who', 'wants', 'to', 'be', 'a', 'successful', 'music', 'composer.']",,"EdilsyVargas,EhanBhat,LisaRay,VishweshKrishnamoorthy",https://www.imdb.com/title/tt7559180/,155,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",VishweshKrishnamoorthy,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The film is a sensual story about art and selfdiscovery of a struggling singer who wants to be a successful music composer. EdilsyVargas,EhanBhat,LisaRay,VishweshKrishnamoorthy U Musical Romance 2019"
4895,265,Project Z,2019,127 min,U,['Thriller'],7.6,"['Kumarana,', 'policeman,', 'must', 'investigate', 'a', 'series', 'of', 'mysterious', 'murders', 'that', 'seems', 'to', 'be', 'the', 'work', 'of', 'a', 'serial', 'killer.', 'However,', 'the', 'case', 'gets', 'more', 'complicated', 'as', 'he', 'unravels', 'the', ""killer's"", 'pattern.']",158.0,"C.V.Kumar,DanielBalaji,MimeGopi,SundeepKishan",https://www.imdb.com/title/tt12659944/,265,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",C.V.Kumar,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Kumarana, policeman, must investigate a series of mysterious murders that seems to be the work of a serial killer. However, the case gets more complicated as he unravels the killer s pattern. C.V.Kumar,DanielBalaji,MimeGopi,SundeepKishan U Thriller 2019"
4896,2396,Prementha Panichese Narayana,2019,122 min,U,['Drama'],7.0,"['Add', 'a', 'Plot']",20.0,"Akshita,Akshitha,JonnalagaddaHarikrishna,SrinivasaRaoJonnalagadda",https://www.imdb.com/title/tt9389852/,2396,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",SrinivasaRaoJonnalagadda,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Akshita,Akshitha,JonnalagaddaHarikrishna,SrinivasaRaoJonnalagadda U Drama 2019"
4897,4748,Oka Tupaki Moodu Pittalu,2019,,U,"['Comedy', 'Romance']",,"['Oka', 'Tupaki', 'Moodu', 'Pittalu', 'is', 'a', 'Telugu', 'movie', 'starring', 'Dharmavarapu', 'Subramanyam,', 'Aarthi', 'Agarwal', 'and', 'L.', 'B.', 'Sriram', 'in', 'prominent', 'roles.', 'It', 'is', 'a', 'romantic', 'comedy', 'movie', 'directed', 'by', 'Ramkumar,', 'with', '...', 'See', 'full', 'summary', '»']",,"KrishnaBhagavan,LBSriram,Ramkumar",https://www.imdb.com/title/tt10180760/,4748,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Ramkumar,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Oka Tupaki Moodu Pittalu is a Telugu movie starring Dharmavarapu Subramanyam, Aarthi Agarwal and L. B. Sriram in prominent roles. It is a romantic comedy movie directed by Ramkumar, with ... See full summary » KrishnaBhagavan,LBSriram,Ramkumar U Comedy Romance 2019"
4898,147,Mallesham,2019,131 min,U,['Biography'],8.5,"['The', 'life', 'of', 'Padma', 'Shri', 'winner', 'Chintakindi', 'Mallesham,', 'who', 'invented', 'the', 'ASU', 'machine', 'that', 'processes', 'yarn', 'for', 'sarees', 'mechanically,', 'is', 'being', 'recreated', 'in', 'this', 'biopic.']",837.0,"AnanyaNagalla,Jhansi,Priyadarshi,RajRachakonda",https://www.imdb.com/title/tt9742362/,147,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",RajRachakonda,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The life of Padma Shri winner Chintakindi Mallesham, who invented the ASU machine that processes yarn for sarees mechanically, is being recreated in this biopic. AnanyaNagalla,Jhansi,Priyadarshi,RajRachakonda U Biography 2019"
4899,3676,O Varsham Kurisina Rathri,2019,,U,['Drama'],,"['Add', 'a', 'Plot']",,"GunduHanumanthaRao,N.Ramesh,Sara,Shakeela",https://www.imdb.com/title/tt11274512/,3676,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",N.Ramesh,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot GunduHanumanthaRao,N.Ramesh,Sara,Shakeela U Drama 2019"
